1	2.5899	-8.7857
2	2.6825	-8.9299
3	2.9018	-9.2095
4	3.2468	-9.6327
5	3.7156	-10.1906
6	4.3040	-10.8188
7	5.0085	-11.5513
8	5.8236	-12.3408
9	6.7422	-13.2837
10	7.7564	-14.3091
11	8.8563	-15.3849
12	10.0280	-16.5537
13	11.2573	-17.7398
14	12.5270	-18.9429
15	13.8180	-20.1733
16	15.1117	-21.4108
17	16.3853	-22.6102
18	17.6181	-23.7552
19	18.7890	-24.8147
20	19.8791	-25.8014
21	20.8684	-26.6810
22	21.7440	-27.5047
23	22.4990	-28.1949
24	23.1253	-28.7317
25	23.6199	-29.1790
26	23.9884	-29.5385
