1	0.67	1.73
2	0.74	1.76
3	0.85	1.82
4	1.00	1.90
5	1.20	2.02
6	1.44	2.16
7	1.72	2.33
8	2.04	2.52
9	2.41	2.74
10	2.82	2.98
11	3.26	3.25
12	3.73	3.54
13	4.23	3.84
14	4.77	4.16
15	5.32	4.50
16	5.89	4.85
17	6.48	5.21
18	7.08	5.57
19	7.69	5.94
20	8.29	6.30
21	8.89	6.66
22	9.48	7.02
23	10.06	7.37
24	10.62	7.70
25	11.16	8.02
26	11.68	8.33
